publisher_id,name,slug,games_count,image_background
180,Headup Games,headup-games,140,https://media.rawg.io/media/screenshots/bf1/bf17f3355be57f92313ec8ce3fc56f11.jpeg
9065,Atlus,atlus,252,https://media.rawg.io/media/screenshots/ad7/ad7b8d629f5df8f26d3924111cce87cd.jpg
11230,FromSoftware,fromsoftware,26,https://media.rawg.io/media/screenshots/e33/e338020371e449560a23280dc25d6a7b.jpg
349,GHI Media,ghi-media-llc,31,https://media.rawg.io/media/games/81e/81e5cf3f433473af3a04888e3baceeba.jpg
5050,Koch Media,koch-media,68,https://media.rawg.io/media/screenshots/1a4/1a4e67a81e5886c0ddab5190bc95019d.jpg
11620,Activision Value Publishing,activision-value-publishing,180,https://media.rawg.io/media/games/b17/b17ce7ab3187cc3f42d263d9511adac0.jpg
55134,PlayStation PC,playstation-pc-llc,15,https://media.rawg.io/media/games/de6/de66bc4c72b45c3bb906c85d0628112d.jpg
11483,Interplay Productions,interplay-productions,236,https://media.rawg.io/media/games/1c7/1c761e6bb9f9d47e48cec4484c7186bb.jpg
2068,Raw Fury,raw-fury,75,https://media.rawg.io/media/games/db9/db97619f5a9fe6573f7bf2fb26702fd8.jpg
334,Playdigious,playdigious,25,https://media.rawg.io/media/screenshots/351/351ee0915fcd5a64e976791794039d5c.jpg
3603,Nightdive Studios,nightdive-studios,116,https://media.rawg.io/media/games/65f/65f661f1487395055ba05e0a95fc0330.jpg
3203,11 bit studios,11-bit-studios,35,https://media.rawg.io/media/screenshots/3e0/3e0bed150fdd09bc7a0471f245628827.jpg
3178,Klei Entertainment,klei-entertainment,22,https://media.rawg.io/media/screenshots/fde/fde071a634b0fd481644e52bf36bb34d.jpg
1287,Microids,microids-2,206,https://media.rawg.io/media/games/400/4002753ab3a1275bb1e46aa9fe2c3592.jpg
11237,Blizzard Entertainment,blizzard-entertainment,52,https://media.rawg.io/media/games/923/923a5dd13b6e79dd23ab2d09934f0e8d.jpg
3197,Bohemia Interactive,bohemia-interactive,46,https://media.rawg.io/media/screenshots/ca4/ca4dd24501fecb95fef9f41645e0fecb.jpg
2710,Rebellion,rebellion,52,https://media.rawg.io/media/screenshots/c7b/c7b359b49951c1e48dce5d24b1b1cdd9.jpg
4253,Strategy First,strategy-first,265,https://media.rawg.io/media/games/ee4/ee4520c8196ae7594f67fb653adf2b85.jpg
3678,Larian Studios,larian-studios,14,https://media.rawg.io/media/games/7d8/7d89761cadbd930a2e3cf7ff2679882f.jpg
3428,Tripwire Interactive,tripwire-interactive,20,https://media.rawg.io/media/screenshots/568/5689d82dba6f476bd69eee416ac662ed.jpg
4910,Coffee Stain Studios,coffee-stain-studios,29,https://media.rawg.io/media/games/a44/a444a7628bdb49b24d06a7672f805814.jpg
641,Iceberg Interactive,iceberg-interactive,95,https://media.rawg.io/media/screenshots/084/08421230c723ff789560a82efa53aed0.jpg
3389,Back To Basics Gaming,back-to-basics-gaming,63,https://media.rawg.io/media/screenshots/840/840e6adc716c65db8ae9c448c0404782.jpg
4640,3D Realms,3d-realms,51,https://media.rawg.io/media/screenshots/333/333f799ead924f1d145e74d871a34c5d.jpg
3911,Forever Entertainment,forever-entertainment-s-a,140,https://media.rawg.io/media/screenshots/6ae/6ae179d89d253b92542849ad73c72569.jpg
241,id Software,id-software,30,https://media.rawg.io/media/screenshots/caa/caad2ab8bf9299b0d0176d2c3bc90203.jpg
5931,Frictional Games,frictional-games,10,https://media.rawg.io/media/games/a45/a45abc50643f0fa355f5cb24cbb94744.jpg
11472,GT Interactive Software,gt-interactive-software,90,https://media.rawg.io/media/screenshots/60b/60b74fccd30274db00ef51b97b41862c.jpg
10392,PlayWay,playway,294,https://media.rawg.io/media/games/2bd/2bd7c117057e74c03b6ea9577ae8e4c1.jpg
2647,Chucklefish,chucklefish,25,https://media.rawg.io/media/screenshots/5be/5bef7d4db9d5ba2e83d94160baf3dcbc.jpg
3241,Supergiant Games,supergiant-games,5,https://media.rawg.io/media/games/8fd/8fd2e8317849fd265ad8781c324d4ec2.jpg
10302,Quantic Dream,quantic-dream,7,https://media.rawg.io/media/games/6a7/6a78ff1d0b8c1e454886a64fe521eeee.jpeg
1034,Majesco Entertainment,majesco-entertainment,192,https://media.rawg.io/media/screenshots/f91/f91ad4ba62fe9d2f52e8342d3704cddf.jpg
16614,Good Shepherd Entertainment,good-shepherd-entertainment,39,https://media.rawg.io/media/games/55d/55dd16f70b86426359334a785a1888e6.jpg
10887,Sierra Entertainment,sierra-entertainment,113,https://media.rawg.io/media/screenshots/dd1/dd1b7fa3f34b2fd7b4b6a81b3903740a.jpg
11434,Sierra On-Line,sierra-on-line,256,https://media.rawg.io/media/screenshots/51a/51a292d00ed8b9f2ca51b56a15c18c96.jpg
3169,Sekai Project,sekai-project,217,https://media.rawg.io/media/screenshots/96c/96c941e09dba90a1b1a1636b194cf730.jpg
5141,TopWare Interactive,topware-interactive-2,39,https://media.rawg.io/media/screenshots/223/223cf5be09ac10204e5b9a6a1cfb9da4.jpg
725,Nicalis,nicalis,45,https://media.rawg.io/media/screenshots/5d4/5d4309714a23f3d3495c4fe3fb9bbac9.jpg
1029,Nordic Games,nordic-games,27,https://media.rawg.io/media/screenshots/994/994624026c40ce39e148cc2239a26c61.jpg
3342,Gearbox Publishing,gearbox-publishing,28,https://media.rawg.io/media/screenshots/b9b/b9b4ecfd38c3f756990b22b054756757.jpg
415,Adult Swim Games,adult-swim-games,37,https://media.rawg.io/media/screenshots/c04/c042f968f23b4bb98e50f20363093e23.jpg
11194,Square,square,69,https://media.rawg.io/media/games/30c/30c067f9a6736000c8faf2efe4952a9b.jpg
22345,Fellow Traveller,fellow-traveller,42,https://media.rawg.io/media/screenshots/09c/09c91a8e9b718909e8c2fbf3cff1e597.jpg
34714,NVIDIA,nvidia,4,https://media.rawg.io/media/games/198/1988a337305e008b41d7f536ce9b73f6.jpg
258,Perfect World Entertainment,perfect-world-entertainment,25,https://media.rawg.io/media/screenshots/b44/b44e00fd4718f0a22981c370d7855b35.jpg
3337,Surprise Attack,surprise-attack,23,https://media.rawg.io/media/screenshots/2d6/2d6d0078f12398f40c059be58ab3e300.jpg
14676,Koei Tecmo Games,koei-tecmo-games,191,https://media.rawg.io/media/games/7e2/7e2579ac776c280ee1773ffad4516466.jpg
11453,Infogrames,infogrames,232,https://media.rawg.io/media/games/3e8/3e8a4f80ff655c0321f34a064095d1e3.jpg
1949,Playdead,playdead,3,https://media.rawg.io/media/screenshots/0ad/0adec986d97d3a3d54921058f622a952.jpeg
329,Hi-Rez Studios,hi-rez-studios,15,https://media.rawg.io/media/screenshots/859/859434f5220e58d121265fa8f4db088e.jpg
2090,Jackbox Games,jackbox-games,29,https://media.rawg.io/media/games/c93/c937ca05b295dceab6de72f69e329ba2.jpg
4284,Merge Games,merge-games,78,https://media.rawg.io/media/screenshots/281/281dfe734cab3e788bdfd94e84b04c06.jpg
5897,Akella,akella,25,https://media.rawg.io/media/games/294/294efb25e20de0485201511c585f3ec2.jpg
3217,GrabTheGames,grabthegames,124,https://media.rawg.io/media/screenshots/467/46712c18c62d4cb5abce2d2d2b8fa981.jpg
3319,Stardock Entertainment,stardock-entertainment,42,https://media.rawg.io/media/screenshots/5b1/5b14b9c3548d4b7f1b1cb04ca410c230.jpg
3310,New Reality Games,new-reality-games,48,https://media.rawg.io/media/screenshots/e5a/e5a9313d47bb088fd84b1a7257853191.jpg
517,PlayStation Mobile,playstation-mobile-inc,28,https://media.rawg.io/media/screenshots/e70/e702c8a1201e04c017a02e6399d6641e.jpeg
3777,AGM PLAYISM,agm-playism,85,https://media.rawg.io/media/screenshots/44b/44b2fe06f4cb86b280704119e7db26c5.jpg
51,DotEmu,dotemu,44,https://media.rawg.io/media/games/a3a/a3ac7194d9a76a7d20166bd421f2ffc3.jpg
14356,Funbox Media,funbox-media,75,https://media.rawg.io/media/screenshots/c94/c944e0451bcf9d1be723351c8a08bbf7.jpg
19533,Virgin Interactive,virgin-interactive,110,https://media.rawg.io/media/screenshots/189/18953e3b95307fc84611d35197c7a3cc.jpg
11893,SNK,snk,234,https://media.rawg.io/media/screenshots/599/599aa44b6c50fba1e46a829ac67d9b33.jpg
3527,GSC Game World,gsc-game-world,23,https://media.rawg.io/media/games/604/604c212bd07a3831d4404ee835ce7d09.jpg
1838,Techland Publishing,techland-publishing,13,https://media.rawg.io/media/screenshots/9ca/9ca915944a41c59509552da47b93c2d1.jpg
925,CI Games,ci-games,24,https://media.rawg.io/media/games/61d/61d15dad7a5c58f58e6f182759fdeb5b.jpg
772,Versus Evil,versus-evil,47,https://media.rawg.io/media/games/d06/d06001ce323845065e5a4e0429e0cf7b.jpg
650,Digerati,digerati,62,https://media.rawg.io/media/screenshots/d7b/d7b273d90ff2438106c8938e47e6d356.jpg
13519,CyberFront,cyberfront,23,https://media.rawg.io/media/screenshots/a8d/a8db99653829638060de51c62a10e2b0.jpg
3290,XSEED Games,xseed-games,119,https://media.rawg.io/media/games/25c/25c2615be4dbd4497968491ea3f986d0.jpg
3598,Gaijin Entertainment,gaijin-entertainment,13,https://media.rawg.io/media/games/fff/fffb72757282490b63166d01d9e6d746.jpg
3693,Alawar Entertainment,alawar-entertainment,335,https://media.rawg.io/media/screenshots/e2c/e2c41a6d5f5a4676d2a62053d5c61807.jpg
1303,www.handy-games.com,wwwhandy-gamescom,63,https://media.rawg.io/media/screenshots/8f7/8f7993d767a02b663484660507ef0ed5.jpg
42944,Humble Games,humble-games,45,https://media.rawg.io/media/screenshots/027/027ddbfed10d953a7dab38f6980c73a8.jpg
3354,Daybreak Game Company,daybreak-game-company,9,https://media.rawg.io/media/screenshots/848/848253347dc93c762bfd51c7e4989b8f.jpg
10797,PopCap Games,popcap-games,62,https://media.rawg.io/media/screenshots/496/496c0aa09718d069effc48bc9bead307.jpg
3794,Humble Bundle,humble-bundle,28,https://media.rawg.io/media/screenshots/d2a/d2a835c5981e7a4541f755a818e44191.jpg
4493,HandyGames,handygames,74,https://media.rawg.io/media/screenshots/0e6/0e661c4e6bd2037429607a8487cb396d.jpeg
3686,HypeTrain Digital,hypetrain-digital,64,https://media.rawg.io/media/games/eaf/eaff196eb6c84bfab34c93e7f6f702ac.jpg
3572,Meridian4,meridian4,83,https://media.rawg.io/media/screenshots/dca/dca5f6afe2078239a83ccad663324dab.jpg
8443,Remedy Entertainment,remedy-entertainment,5,https://media.rawg.io/media/games/0b3/0b34647c42271600399b93d19b10f1aa.jpg
53621,ak tronic Software & Services,ak-tronic-software-services,8,https://media.rawg.io/media/games/615/615e9fc0a325e0d87b84dad029b8b7b9.jpg
14567,Bloober Team,bloober-team,19,https://media.rawg.io/media/screenshots/e78/e78ccfa00f7a988c94f12aa46f15ecfb.jpg
11207,Vivendi Universal Games,vivendi-universal-games,64,https://media.rawg.io/media/screenshots/80e/80ea47003d36c2b16797c979332e3796.jpg
390,Asmodee Digital,asmodee-digital,64,https://media.rawg.io/media/screenshots/4e3/4e3ab2d5ecec504e6b1cea42892115dd.jpg
2055,Funcom,funcom,30,https://media.rawg.io/media/screenshots/c8d/c8d1882cc7b49cadb08e9a309cb148e5.jpg
3671,Degica,degica,131,https://media.rawg.io/media/screenshots/18e/18ef77d2a8ed1ddb7f1abf358a3c1ea0.jpg
1265,Artifex Mundi,artifex-mundi,120,https://media.rawg.io/media/screenshots/48f/48f6f3537fdeabee744d75cfc7850238.jpg
34753,Bungie,bungie,12,https://media.rawg.io/media/games/6ae/6ae2cede5020fa0406db96a3dde4fb61.jpg
30406,Private Division,private-division,24,https://media.rawg.io/media/games/876/876b9fc85a4ab10b3e52a9ade7f9ef97.jpg
704,Bigben Interactive,bigben-interactive,115,https://media.rawg.io/media/games/5ad/5ada98a9fa27f9f0eb43bc4e08829b97.jpg
11056,Spike Chunsoft,spike-chunsoft,21,https://media.rawg.io/media/games/cc5/cc59df06857fbd69c2b3a139db348fd0.jpg
3479,Studio Wildcard,studio-wildcard,4,https://media.rawg.io/media/games/71f/71fe59815d840a84330e03b25719baaf.jpg
1780,Aksys Games,aksys-games,129,https://media.rawg.io/media/screenshots/0ea/0ea0b615cf799c6dedaea6724241999e.jpg
19526,GT Interactive,gt-interactive,31,https://media.rawg.io/media/screenshots/18e/18ecc489d79f2a3da0c66b79e02f54b5.jpg
3670,Spike Chunsoft Co,spike-chunsoft-co-ltd,55,https://media.rawg.io/media/screenshots/ee4/ee46bf7ff7c523f58d8eb9f287219d4a.jpeg
3277,Frozenbyte,frozenbyte,14,https://media.rawg.io/media/screenshots/91f/91fb74d7aedb59d989aa9e382310d122.jpg
7626,Frogwares,frogwares,30,https://media.rawg.io/media/screenshots/a2f/a2ff8532747cc972f4382c3b64c2a1a0.jpg
324,inXile Entertainment,inxile-entertainment,23,https://media.rawg.io/media/screenshots/814/814b9c75ff1a1d0025244a2a50f8dce4.jpg
10296,XS Games,xs-games,23,https://media.rawg.io/media/games/e88/e880693e4ced0401f9ec2c07b261d850.jpg
35,Gameloft,gameloft,173,https://media.rawg.io/media/screenshots/8a0/8a08bbf37f602041183946d0b029d218.jpg
20977,X.D. Network,xd-network,20,https://media.rawg.io/media/screenshots/eb8/eb84ef29446050e4ec3bd9eadbbedb27_E5TD9qy.jpg
40894,Nacon,nacon,77,https://media.rawg.io/media/screenshots/169/1693b9b1654442c33483183f53b63c6a.jpg
32388,WB Games,wb-games,6,https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg
10684,Starbreeze,starbreeze-ab,2,https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg
1154,Digerati Distribution,digerati-distribution,34,https://media.rawg.io/media/screenshots/8c7/8c7f85dcd24fe3ede787a364e184f1d4.jpg
1732,Introversion Software,introversion-software,8,https://media.rawg.io/media/screenshots/01f/01f399c0769e9cbaaccf3a080d91d581.jpg
3328,Frontier Developments,frontier-developments,20,https://media.rawg.io/media/games/b69/b69a67833630dd96d8eee9d2c8c27574.jpg
6369,Assemble Entertainment,assemble-entertainment,84,https://media.rawg.io/media/screenshots/363/363774f9eef34d299fcd0ba378e7e89b.jpg
4801,Retroism,retroism,96,https://media.rawg.io/media/screenshots/7a3/7a32b396c30e2421e79b85f25c7c640d.jpg
1905,Sometimes You,sometimes-you,80,https://media.rawg.io/media/screenshots/c05/c0525a8944daed9b8ee27161ca53eb25.jpg
80485,鱼俞,yu-yu,1,https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg
2559,Bossa Studios,bossa-studios,17,https://media.rawg.io/media/screenshots/e07/e0796e339ed5ec1ac7ae4a9e775f9107.jpg
10901,Namco,namco,224,https://media.rawg.io/media/games/c9f/c9fbbde8236fbefa330658166eba8419.jpg
10880,Empire Interactive,empire-interactive,72,https://media.rawg.io/media/screenshots/52b/52b958a7b263d4f264648b710e76a236.jpg
3870,Zachtronics,zachtronics,18,https://media.rawg.io/media/screenshots/6e2/6e21ddec127dd7cbd9220c035c30a79b.jpg
3249,Fatshark,fatshark,13,https://media.rawg.io/media/screenshots/021/02187b49127842a2e4afc565313a215b.jpg
30350,Skybound Games,skybound-games,22,https://media.rawg.io/media/games/f0a/f0a65d7d9c4534f8f4897f9d161307ed.jpg
10695,NIS America,nis-america,184,https://media.rawg.io/media/screenshots/76a/76aa13d770101bd8ce1d3fca4211c1c8.jpg
10782,D3 Publisher,d3publisher,218,https://media.rawg.io/media/screenshots/ec9/ec961978695ddd047ec73220ddbcdb21.jpg
8865,Viva Meda,viva-meda,71,https://media.rawg.io/media/screenshots/f61/f6123b35fa55fa1c2644e7de287c6a69.jpg
2667,The Behemoth,the-behemoth,8,https://media.rawg.io/media/games/d1a/d1a1202a378607b6c635c8f18ace95dd.jpg
11066,Marvelous USA,marvelous-usa,70,https://media.rawg.io/media/screenshots/a1b/a1bc5a90782fe3e918a828b53d8f63aa.jpg
3205,Anuman Interactive,anuman-interactive,39,https://media.rawg.io/media/screenshots/f3c/f3cd2115922b5af717f04c8836ac8adf.jpg
337,Digital Extremes,digital-extremes,6,https://media.rawg.io/media/games/065/065b5279c23897e156cb45ba110f9ee3.jpg
8216,DrinkBox Studios,drinkbox-studios,12,https://media.rawg.io/media/screenshots/3ad/3ad0a961a620a26e7e3a7893ff46e9ff.jpg
4099,Running With Scissors,running-with-scissors,12,https://media.rawg.io/media/screenshots/f71/f71bac56e11e3ef0059cafdd056b2918.jpg
14318,Wargaming,wargaming,34,https://media.rawg.io/media/screenshots/1df/1dfad9c66e7c2711a689df5d0af47f95_TZ8TthS.jpg
35062,Microsoft Game Studios,microsoft-game-studios,65,https://media.rawg.io/media/screenshots/7ac/7ac1a52efa325aa57ae350b6803b9f4e.jpg
3440,Team Cherry,team-cherry,3,https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg
14462,Бука,publisher-75,8,https://media.rawg.io/media/games/c00/c003705c0eaed100397ae408b7b89e90.jpg
3819,Techland,techland,18,https://media.rawg.io/media/screenshots/d49/d491291611a0bc044f7827c9f94b53ba.jpg
1491,BlitWorks,blitworks,9,https://media.rawg.io/media/games/90e/90eed978c827e31cbe576cff0a083909.jpg
40470,KRAFTON,krafton,12,https://media.rawg.io/media/games/add/add5f241e811b32e7029d9f5d5f3fa61.jpg
4629,Winged Cloud,winged-cloud,55,https://media.rawg.io/media/screenshots/d69/d69e9f4b4233b7f30dc3ad7535499081.jpg
4013,Oddworld Inhabitants,oddworld-inhabitants,14,https://media.rawg.io/media/games/2ae/2aedae90b1377a0f3e5ce54d24f8e41a.jpg
11433,Acclaim Entertainment,acclaim-entertainment,195,https://media.rawg.io/media/screenshots/11b/11b13a543a0ff469af2584b8831cc43b.jpg
5858,Apogee Software,apogee-software,49,https://media.rawg.io/media/screenshots/b46/b4664d9925446dce2a7aa99baf64f654.jpg
720,Revolution Software,revolution-software,14,https://media.rawg.io/media/games/b38/b386e00940382a5f25a0366a6d2beddd.jpeg
11330,Atlus USA,atlus-usa-2,20,https://media.rawg.io/media/screenshots/3fa/3fa60e9b12af3fa810c905eaa39d306f.jpg
4365,Landfall,landfall,16,https://media.rawg.io/media/screenshots/f93/f93e62d27608b695088cad83e346643d.jpg
1387,Crytek,crytek,19,https://media.rawg.io/media/screenshots/8db/8dbcea0415b3eefa56bb83a0ad23fe0c.jpg
15995,Alawar Premium,alawar-premium,25,https://media.rawg.io/media/games/05e/05e938bd5870afa289ced252d3103a1b.jpg
4544,Amanita Design,amanita-design,12,https://media.rawg.io/media/screenshots/ed0/ed006da5dfcf9d97d34a7f065769d18b.jpeg
4043,Beamdog,beamdog,10,https://media.rawg.io/media/screenshots/ed4/ed48821d53c63dbd47679534af35c453.jpg
3190,Arc System Works,arc-system-works,82,https://media.rawg.io/media/screenshots/aa8/aa8e11ec911e636d2705894154a8be9d.jpg
21251,8-4,8-4,6,https://media.rawg.io/media/games/ffe/ffed87105b14f5beff72ff44a7793fd5.jpg
451,Robot Entertainment,robot-entertainment,8,https://media.rawg.io/media/screenshots/cfd/cfd63cad691562216a2a5845a6171825.jpg
21246,Panic,panic,9,https://media.rawg.io/media/games/199/1996ab6448cadb2ce4bea31536466333.jpg
5896,Freebird Games,freebird-games,8,https://media.rawg.io/media/screenshots/ad7/ad79b286a516d3587b9ba4fee35cd220.jpg
14672,Slitherine,slitherine,176,https://media.rawg.io/media/games/dc4/dc4d36f790226897c9962534a9f0bbaf.jpg
57019,Focus Entertainment,focus-entertainment,29,https://media.rawg.io/media/games/165/16538fa36e5667048fe0f2aab204abde.jpg
3286,Double Eleven,double-eleven,12,https://media.rawg.io/media/screenshots/cf4/cf48c1e7b9d83a3b256b6b137e7b19e5.jpg
3224,Trion Worlds,trion-worlds,10,https://media.rawg.io/media/games/f63/f63bb0916d982394dfedc1900375c88e.jpg
73,FISHLABS,fishlabs,17,https://media.rawg.io/media/screenshots/b19/b1937ea5dde6140ed5cc0f24d756f8fd.jpg
21035,Modus Games,modus-games,34,https://media.rawg.io/media/games/3f8/3f8b4bd09fa2e84eeb6d8590840a0531.jpg
904,2K Sports,2k-sports,61,https://media.rawg.io/media/screenshots/419/4195d67f51f711eee6b2dc1b3390e217.jpg
7593,Missing Link Games,missing-link-games,6,https://media.rawg.io/media/games/cfb/cfb96f5490b8cf91e9952a8416a71245.jpg
6277,Wadjet Eye Games,wadjet-eye-games,22,https://media.rawg.io/media/screenshots/13f/13f4a08f19ac3864b55e44b73bea9d0a.jpg
4008,Grinding Gear Games,grinding-gear-games,2,https://media.rawg.io/media/games/d0f/d0f91fe1d92332147e5db74e207cfc7a.jpg
11470,Virgin Interactive Entertainment,virgin-interactive-entertainment,85,https://media.rawg.io/media/screenshots/115/115f1192e2fddc60255bd5c62a1490df.jpg
3184,WhisperGames,whispergames,50,https://media.rawg.io/media/screenshots/2fa/2fa481018ae7188097a91135ac6e46d7.jpg
1051,NeocoreGames,neocoregames,14,https://media.rawg.io/media/screenshots/d86/d860ad3ffad8a9a580067185fc77d093.jpg
10853,Chillingo,chillingo,87,https://media.rawg.io/media/screenshots/2f9/2f989492757716ab90cc4d959681b9fd.jpeg
10483,NEOWIZ,neowiz,52,https://media.rawg.io/media/screenshots/077/07704396cbcafe42440019a4c8fa797d.jpg
8863,Edmund McMillen,edmund-mcmillen,6,https://media.rawg.io/media/games/30a/30a059b8fc6b95526434f710ec67d5bd.jpg
